file_name,caption
lgaSbf3ufaE_70000.wav,A soft snore of an adult is continuous as voices talk softly in the background
85xX9hReBbQ_350000.wav,A bell rings and sheep bleats a few times
zNO65AvCsjc_13000.wav,A pigeon cooing as birds chirp in the background followed by an owl hooting
cSA0kC2cKfw_30000.wav,Pigs oinking and squealing as birds chirp in the background
TYd-9ou-c-c_0.wav,Repetitive clinking of metal
lqyCsmv_5ew_30000.wav,A siren rings then stops as distant traffic passes
lqtIbhN6NoQ_30000.wav,Several goats bleat
4txvvFtqL_4_50000.wav,Something is being rattled
E3krgoJesWk_10000.wav,A toilet flushing followed by scrubbing and another toilet flushing
E3ifQpPMjns_30000.wav,A man speaks nearby
E3gI3aUxX5g_150000.wav,High pitched buzzing
OaiL2UHSWjs_120000.wav,A file rubs against a surface several times loudly
lr4X3rMEdNU_10000.wav,"An engine idles nearby, and then steam hisses"
Cc_2PRWBZY0_60000.wav,Fire burning and crackling alongside steam hissing and liquid fizzing while a crowd of people talk in the background
CcE4Aqy8h9k_30000.wav,Rustling and clanking
CcWAfLqx09o_0.wav,"An item bursts, followed by loud laughter nearby"
1ntWY3MfXHE_11000.wav,A loud engine passes by
1ntQTwKIELA_30000.wav,Cat meowing and someone coughing
1neOXVsaO8Q_30000.wav,A car engine slows before revving back up
1ni2n7qcjDI_30000.wav,Something can be heard walking then the wind picks up
1nhnHndK3XY_30000.wav,Man giving a speech
1nmN8q_Mzfo_90000.wav,"Frogs are croaking, birds are chirping, and scuffling is present"
1nkSXiU6BRw_40000.wav,Engine vehicle medium with the clank of the yaw is attempting to start up
1noBuydD4Ro_80000.wav,"A woman talks, and paper crinkles"
1nnPvv2on-c_30000.wav,Female voice talking
6nROtGPhnig_18000.wav,A speedboat speeds off into the distance as wind blows and waves crash
6nUBZr30yco_110000.wav,Different birds chirping
6nK_aWsTkG0_30000.wav,People cheer and holler followed by a girl speaking
6nPirCzxDV8_30000.wav,A small dog growls and groans
6nbizTAe7TI_30000.wav,"Leaves rustle in the wind and thunder crashes, then a man speaks"
6ncKhzyDUAg_30000.wav,An engine hums and tics as it idles
6nYuZegCDDI_30000.wav,A clock ticking
6na9ssuhJ7I_11000.wav,A woman laughing and whistling
E7mFyIy2Oko_520000.wav,"A small motor vehicle engine is running and rhythmic metal clacking is present then fades, then a prolonged hiss occurs"
GoJVjW44EW0_560000.wav,A man speaks with some light banging and scraping
6nch1HbZNAI_30000.wav,A frog chirping
6nfohg75INA_30000.wav,A high frequency squeak is constant followed by a man briefly saying something quickly
J8DVpcL4Ge4_30000.wav,A child screams in the distance as a clock ticktocks
J9hosrBFy1M_0.wav,Two women talk and laugh
J9eXlDmOhbw_90000.wav,Emergency sirens sound as a woman speaks
J9rkDmvKgcM_17000.wav,Several people talk
J9vFBHxKk80_40000.wav,A man is growling as water sprays out of a machine
-Gz3fJ1ZDCQ_0.wav,Typing on keyboard followed by short footsteps
-GzzlXCLgXs_0.wav,Vehicle starting up and idling
-H1aS3QG3ZM_90000.wav,Cars accelerating quickly
-H25rbDASF0_130000.wav,A large engine is running
-H2I8vcryHA_30000.wav,Young females speak and a small animal bleat occurs
-H2RaVjQmso_30000.wav,Electronic sounding low vibrating noise
-H2caDzYXoI_20000.wav,Revving engine followed by the sound of driving car
-H6rJ0i2NME_50000.wav,A helicopter getting louder and people talking in the background
-H8PWsf35Wo_50000.wav,The wind is blowing hard and men are talking
-HBvxxKEWrI_30000.wav,"A man is speaking in German in an outdoor setting, as though to a group; uninterrupted"
lDGufJljKuc_0.wav,Birds singing then a man talking
yD3ZLuuXRoo_90000.wav,Bird chirp weirdly fast and someone yells as they punch something seven times
lD9MetLe5MM_70000.wav,"Large ocean waves are breaking, with roaring, crashing and splashing"
NKqVj6a4NhA_30000.wav,A clock works while ring bell sounds
NL01ZeE4lJE_30000.wav,"Crickets chirp in the distance, followed by a person talking nearby"
NL-jHff74CU_50000.wav,Birds chirping and tweeting loudly
NL4A6LIC5ps_390000.wav,A man speaks followed by sanding and scraping
gMtkGMZAitk_190000.wav,A man speaks slowly then uses a buffer on metal making a high pitched squeak
4xG4Nlh9w20_25000.wav,People are talking and water is flowing
gMVG72cAdtw_10000.wav,Beeping with people laughing and speaking
gMZ8VXWWiWE_450000.wav,Speech followed by some banging and more speech
jwYcNkDNxp8_10000.wav,A helicopter flying as a woman talks in the background
IZGXmwbe_eM_30000.wav,A man and a woman talks while a baby cries
IZG-QTNuzhc_20000.wav,A tapping noise followed by a toilet flushing
IZ6ZrfS2CXY_50000.wav,A helicopter flying
IZ3D8gdl1bM_90000.wav,Metal clinking and goats by a loud burst
IZESWQSoVdI_50000.wav,A vehicle running and suddenly accelerating and then stopping
4wea8PiYxr4_17000.wav,"A woman and child talk, and a dog yips"
6Ulxh9xxqgA_24000.wav,A truck engine revs then the truck blows its horn and revs up the engine again
6Ug6AWopVQk_30000.wav,Something vibrates and screeches loudly
6UgKM2GQR-I_20000.wav,"A man speaks, water turns on and off, and the man speaks again"
6UYj3a9fLqI_60000.wav,Train coming down the tracks while steam is whistling followed by the train honking twice
6Ue7-jOgmtI_10000.wav,Dog’s at barking in the midst of small voices and loud wind
6UTHxLViHWo_30000.wav,Several people talking with dogs barking in the background
6UU3FTyNXpg_30000.wav,A dog snoring and yelping
ERT0yECxXj0_260000.wav,A power drill starts and stops multiple times
6UpmNtEVY1w_30000.wav,"An adult male speaks, a cat meows, thumps, then gunfire"
bEqxZoqF_AA_0.wav,Goats are bleating
H36SKAw0UUo_30000.wav,Rain falls onto a hard surface
dY4D4iCkvro_390000.wav,A music is played
dY4svDEOvZY_9000.wav,A man talking as bells chime and a clock is ticking while flute music is playing in the background
CllIpgSbaiQ_160000.wav,Water drains and a hissing occurs
jvwiim2ECRg_500000.wav,A person speaks as sizzling food is stirred
Q3OUZDiNpzk_180000.wav,"A drill revs up, wood falls on the floor, and the drill revs again followed by more wood falling on the floor"
dXgUTfbexUg_0.wav,Humming of a loud engine followed by hissing with high pitched ringing
dXtXU_4aKMI_30000.wav,An object is tapped in a constant frequency
D9wwrvvcNho_200000.wav,A man talks while some liquid flows
D9quwQYD6eQ_13000.wav,A pig oinking followed by muffling on a microphone as a bird chirps and leaves rustle in the background
D9zJiy_8OWk_30000.wav,Constant muffle of a boat engine along with wind hitting a microphone
DA1Ozt9QtNU_190000.wav,Bleeping effects with multiple smart phone tapping followed by a woman speaking then a man shouting before a water faucet turns on and water lightly pours with a single electronic whooshing effect
3YrfUO-zR0s_0.wav,Male laughing with loud burst
3YruwT2KGk0_30000.wav,A man is speaking in a monologue speech
1IEUtokg_UQ_30000.wav,Motorcycle starting then revving
1IEgmFGA0xw_30000.wav,A vehicle is passing by and people are cheering
1IGR9GW1UtE_30000.wav,A man and a woman are talking
1IGiiRSIFBk_20000.wav,A vehicle engine is idling
1IGxe9Mxuo0_16000.wav,Cars racing
1IKMdBm4p0M_30000.wav,A stream of water is flowing
1IMi1lD1WHU_30000.wav,An engine vibrating and birds chirp
3YkfTUmsh6g_30000.wav,Goats are bleating
3YkprzaH6Fc_20000.wav,Silence followed by water clanking and water dripping
3YmklDhndWU_20000.wav,Engine idling and revving
3YouGI9l42Q_30000.wav,A car is driving fast while people are cheering
3Yrd6J1-I6s_290000.wav,"A woman laughs followed by whistling, people talk in the distance"
28rna8bKtmM_580000.wav,Someone whispers while typing on a keyboard
yI8OM8jlM_E_30000.wav,A vehicle engine runs as someone speaks in the background
yI8K6UP46ug_10000.wav,Some liquid flows
vYYSoUt5DgY_10000.wav,An engine revving with a motorcycle at the end
MrKxlknTcs4_30000.wav,A woman speaking and a child whining with murmuring in the background
aVWv71a17eU_0.wav,Rustling with a woman and children speaking and brief laughter
MrDDhjrV9us_60000.wav,A man speeches followed by an audience cheers
MrEooVatr-4_7000.wav,Dogs barking and people yelling and laughing with a horse trotting sound in the background
Mr1osivONGk_340000.wav,"A woman talks, followed by the laughter of a crowd in the background, followed by a woman talking"
aVZCsIGuCRM_330000.wav,Someone hammers into a hard object
5DhRsc0Rcjs_40000.wav,"Food sizzling and being stirred, a man speaks"
5DhUpevrzcU_30000.wav,Engine running idle
5Df5cVfPeqM_30000.wav,Birds chirping outside
5DfnNkNmSx8_130000.wav,Man talking then tapping on an item
5DQ2FaKVTPU_0.wav,Vehicle honking horn several times
5DYvxX5j27w_20000.wav,Bells chime and a train horn blows
5DKL664aE3Q_160000.wav,"A woman speaks, a sewing machine is run"
5DOf6KGryLg_50000.wav,"Two male voices talking simultaneously over each other, then a spray sound"
oI1U9GkdN-I_20000.wav,A drill works
oHvuRkJ_6ow_30000.wav,A bird chirping several times nearby followed by a man talking
5Dhp1eSqKts_100000.wav,Exhausted woman and man speaking with water noises in background
5Di-iiqwx2s_30000.wav,A man is speaking while a baby cries
HmDDzp0asco_30000.wav,Clip-clops from a horse with clinking metal
HmBBO3sV8DI_0.wav,A train horn blows as a train speeds by
HmC_7U41AUk_20000.wav,Continuous snoring
HmAe_owOBWI_20000.wav,Wind noises and people laughing
HmB67vOaihw_140000.wav,A person is speaking with crinkling paper noises in the background
HmAHUYjo-18_30000.wav,Water splashes and the wind blows with some constant clicking
1k29XfvArNk_30000.wav,A woman is giving a speech
JqwQIAL9L_A_30000.wav,A medium sized engine idles with a knock and rumbling
5nxRyn-cloU_0.wav,A man talking and sheep bleating
5nx9xUVXASM_220000.wav,Rustling follow by someone blows their nose and sniffing
5nqSJb0uM5Y_25000.wav,Cat hissing and meowing
5np7Xh2bVH4_0.wav,"Water running, creaking sound"
5nnb6WjlALo_30000.wav,Helicopter flying and a man speaking
5nnOibg6nYc_30000.wav,A woman speaks then a cat sighs
5nwI5lyCao8_30000.wav,A woman speaks and a dog barks and whines
5nubKK_-Ko8_30000.wav,Horse hooves clop and jingle bells ring then a woman speaks
5nsBe0jg3X0_80000.wav,Rain falls while a man speaks
5nrSQuCOmF8_9000.wav,"Motorcycle engine is accelerating, revving, roaring and idling"
oqSmcAwmCpI_30000.wav,A continuous and sustained spraying noise
47FnfoRY_gU_0.wav,A child is speaking
47FB9qyRmfc_3000.wav,"Young child speaking, door creaking and moving, a woman speaks"
mQ5vFi8nc2o_90000.wav,A vehicle engine starts and works nearby followed by a man talking
477rCo710UE_30000.wav,"A man speaks, food sizzles"
472hRvjLs9I_30000.wav,"A muffled man speaking, followed by a child talking and screaming, followed by a dog barking and howling"
4720VXHoWLM_17000.wav,"A cat meows, some ringing"
v_oYLc75k7U_30000.wav,Some liquid fall followed by people talking
mQUCE0bparU_0.wav,People talking followed by crackling and swoosh sounds
479n1B4Rsk4_100000.wav,Men speak while gunshots are fired
v_ke9WMFuL4_90000.wav,Water splashing and flushing sounds
yL1cg1cNz4w_50000.wav,A man talks and another man laughs
b5zAwvshF7Y_510000.wav,A sewing machine running followed by wood clacking then a man talking before metal clanks on a hard surface proceeded by a man talking in the distance
yL9r0vKic3Y_30000.wav,Short rapid meows from different cats with some humming and rustling
b61PlJsQ9HI_520000.wav,An airplane engine runs continuously
yLDDRJNAUm8_5000.wav,Humming and revving of an engine followed by a man speaking
--330hg-Ocw_30000.wav,Sound of an engine running while idle and random sounds of small solid objects moving in the background
yLGcTSCePzI_0.wav,"A young person speaks, coughs and then people laugh."
b6B96XkfKL8_30000.wav,A frog croaks while a music is played and a man speaks
yLNzXZhOHzk_70000.wav,An engine sputters and throttles
5yOga-6uyD8_30000.wav,A locomotive sounds its whistle
5yMABT29In4_30000.wav,A female voice making a speech
5yRHdMXcnbo_130000.wav,Motor vehicle engine idling
7KrVy2VQEiU_30000.wav,"Engine is revving up, then takes off"
7Km9Hi6P1bU_30000.wav,A man is speaking and opens a door
7KlHzZ4yIg4_60000.wav,Something jingles then a child begins to talk then something bangs and a woman begins speaking
7KkmH4QTNtE_0.wav,A cat meows once
5yj6DXJ3wXg_21000.wav,A woman speaking followed by a baby crying and a person whooshing
Y1jguu3Y4qA_110000.wav,Loud deep snoring
7KybncEUsN0_40000.wav,A vehicle engine idles then people talk
7Kt3__DKEQc_30000.wav,A person speaks then a dog barks and the person talks again as someone yells in the background
7w64os5-TxE_30000.wav,A frog croaks multiple times
7w3DRectEM0_15000.wav,A person speaking over a radio followed by a beep
7vv6nSZIrlE_50000.wav,A helicopter idling
7vugih-M9qI_210000.wav,Music is playing in the background followed by buzzing of insects
7vrRJk5inEs_20000.wav,"An adult male is croaking and laughing, and a dog is barking and growling"
7vpTBoRHy4I_30000.wav,An adult female is speaking as monologue
7w-HAaQo_aI_210000.wav,"Soft hissing occurs, and an adult male speaks"
7vz0SLWDHrI_14000.wav,Steam is escaping and it whistles a tune
7vwgAm0I4gs_30000.wav,"An animal is yelping, whimpering in high frequency howls"
7vw_UECm06s_30000.wav,An adult male is speaking instructively
iyjH5XmMuRc_130000.wav,A person talks as a helicopter flies over in the distance
jfOy74l4bIk_16000.wav,Someone speaks while a pig oinks
jfFOsBm88sU_180000.wav,A long steam whistle hisses several times and gets closer and closer
YOpvbtv05Z0_20000.wav,Clicking on a computer keyboard
jfBI9oAf75U_30000.wav,Clicking and whooshing with rustling
jfE-YDAcNC0_13000.wav,People laughs while a horn is triggered followed by a man talking
YOuBSVA8m2k_180000.wav,A vehicle accelerates quickly and tires squeal slightly while male voices mumble in the background as the vehicle loudly passes
Xj6h5Vg2OKs_10000.wav,A small motor rumbling while running
giBBvQ_2jFQ_10000.wav,Some kind of bigger bird crows and squawks continuously
gi8DWbKzvQc_150000.wav,Several frogs croak
Xj10pXc0jUk_30000.wav,A man talking followed by a woman talking through a telephone receiver as music faintly plays in the background
AfpPCPCwqq4_0.wav,"Snoring is occurring, and water is trickling in the background"
LqGP_dmkeZA_160000.wav,A man and woman speak as water splashes
LqDzQWseOws_100000.wav,Water splashing noises with a buzzing sound in the background
LqQZtekLHmg_30000.wav,"A young boy talking, followed by a motorcycle engine running"
LqNeF4hMTQs_28000.wav,A motor runs in the background and a clock ticks quietly
LqNf0Du1kr8_160000.wav,A man talks as metal clanks against a wooden surface
JSAbATDI6aQ_8000.wav,An engine idles nearby and then revs down
JS51aVCG064_30000.wav,Large bells ringing with a slight echo
JS-eym_BGDE_160000.wav,Various burping sounds and people talking
JRvq3kUQJcw_7000.wav,A child laughs and talks while a boat drives
JS1FKnTugZc_80000.wav,White noise with breathing and faint snoring
QmjwG9tbnmo_30000.wav,A motorcycle engine works nearby
QmjCNGpjXo8_10000.wav,The whir of helicopter engines starting up and then the swoosh of the blades turning
Qmq5eoD7VIw_220000.wav,"A large motor vehicle engine is running, and a train horn blows once"
QmnPXX85mCU_9000.wav,Humming of engines with a loud horn and people speaking with music playing faintly
qZtQuU4cqXk_18000.wav,A cat meows multiple times nearby
_i9rLMSx4Wg_30000.wav,A crowd of people speaking and laughing while someone claps
Qn3hwMZIsMg_0.wav,Goat bleating continuously then clears throat and starts bleating again
qZcRGZOWmDg_150000.wav,A person talking then a woman laughs and a man speaks
RjWByBwfoYo_30000.wav,A speedboat running in the distance as metal creaks and clacks while wind blows into a microphone
RjZMbEP35kg_0.wav,Two women speak followed by a baby softly crying
Rjd_Y8AKBTU_30000.wav,Humming and revving of an idling engine followed by some rattling and people speaking faintly
RjeyCcFCy4E_30000.wav,"A door opens, followed by a clock tick-tocking quietly nearby, after which a bell rings"
vSLGnL-FQLg_30000.wav,Sizzling along with a female speaking
RjhEoiJOOE8_0.wav,Murmuring and a distant buzzing followed by silence
RjoYUAHtL8E_290000.wav,Crinkling plastic
vSipbmyEGHk_14000.wav,A duck quacks and a man laughs
-jvYRun_z0M_260000.wav,A distant sound of a race car driving
-jpL4gpmAlg_12000.wav,Male speaks then opens screen door and dog makes whining sound
XK1L1SSM4YE_430000.wav,"An adult male speaking, accompanied by stirring noises"
qbp3SeCEC3M_30000.wav,"A person laughs as a crowd applause nearby, and then a person continues to laugh"
-jg1u8LGYJI_30000.wav,Sound of birds and small branch snapping
-jZKuuJ_K8s_30000.wav,Young male voice talking
-jiRpZ_RumA_30000.wav,A man speaks to a group of people who laugh in amusement
-ji5v-EPUK0_30000.wav,Male voice and door creaks
-jjdbrn9hh8_60000.wav,A siren is going off and a woman's voice is broadcast over the siren
-jihGNo4UkI_7000.wav,Kitten squeaking
-jnOQkG1gMs_140000.wav,A motorcycle passes by slowly
-jmzzo4xvYI_30000.wav,Woman speaking over loud speaker and crowd cheering loudly
4MivEfGLJmc_8000.wav,A door closes and a man speaks while people talk in the back ground
6dtCR-ngEp8_30000.wav,A man is making a speech
4MmMzSzlOBs_7000.wav,Wind is blowing very hard and people are talking underneath it
4MpQ7_Xnc-0_70000.wav,A plane is idling
4Mq9aEzwGso_50000.wav,"Many children talking, squeezing, and laughing at the same time"
4Ms5ASR-UWo_30000.wav,High frequency buzzing of something mechanical operating followed with a mans voice
4MtqyMGTOzw_30000.wav,A woman delivering a speech
4MwTY38cFvw_30000.wav,Man speaking and dog barking
4Mzlkj8Kffo_30000.wav,Running water with background speech
4Mzq57dMhj8_30000.wav,People talking with splashing intermittently
4sfVyx1FXcI_30000.wav,Engine revving with crowd noises and man speaking
KcUx1DM2BEA_2000.wav,"Crinkling of plastic and metal links occur, followed by a pop and more crinkling"
6dt7W_U-KT8_30000.wav,A vehicle is running and a male voice talks quietly
3DUus6e9v5U_0.wav,Car and train approaching and honking
3DRjPtu_lPs_1000.wav,A telephone rings
3DQbZ9o5geM_20000.wav,Loud siren from an emergency vehicle
3DQF7FpPgqs_140000.wav,Bird chirping with human speech
3DP_zIFMURw_10000.wav,A baby is crying somewhat gently
3DOS13Gw_Og_30000.wav,Man speaking continuously
3DOIkBRXnt4_3000.wav,A cat meows as a man talks to it
3DO6o12iY-8_30000.wav,A child is trying to speak
3DNSwuyaB7Y_30000.wav,A man delivers a speech over a microphone
3DMxZ4yWWYE_30000.wav,Ruffling noises then gunshots
-KU0rKvbJsY_30000.wav,Engines running while a man speaks in the background
-KEGVoUcwak_30000.wav,A large engine is running
-KDrCI8fV-0_30000.wav,Person chatting with poor audio record
-KCx8Rdp2EI_170000.wav,A steam sound hiss
-KbQm2-3C4k_29000.wav,Women are speaking and a dog is barking
-KaUnfOyyl4_320000.wav,A truck engine is idling
-KVrHjbwy5M_50000.wav,A cat meows while an insect is heard buzzing
-KU3Ju1Um4I_0.wav,"The sound of a rainstorm with heavy rain, thunder and wind"
56sgczm8lTU_30000.wav,Wind blowing hard and ocean waves moving
56t1bd0AgBE_30000.wav,Truck engine and acceleration with man speaking followed by people cheering
56u7Pdc0MPw_180000.wav,"A small device vibrates, dogs bark, a fly buzzes"
-Kdeq2PyBwA_410000.wav,Wind blowing by an airplane
56lYrnWJXsk_30000.wav,Loud and heavy rainfall on metal with faint yell in background
56pKpmMatJA_10000.wav,Whooshing sound followed by the meow of a cat
56qBGYL30EU_30000.wav,An engine idles and a person whistles
7QN_VpDoc-0_30000.wav,A person talking and a clock ticking
7QOL_NbrkEw_30000.wav,A dog is barking deeply and people are talking
7QOwGFo2_f4_30000.wav,A man speaking
7QQco5nBYmY_15000.wav,A man is screaming and a cat is meowing in distress
7QR1yoLEcxU_30000.wav,Water is splashing and a man is talking over a radio
7QUIkKO8Mac_30000.wav,Hooves stomping on the ground
7QUfd0uerU8_130000.wav,A person whistles briefly then talks briefly
7QY8YRL0LIQ_30000.wav,A clock is gently ticking and the clock chimes
7QYcMOCXIQ8_50000.wav,A sewing machine is being used slowly and then it speeds up a bit then slows back down
7QZ8OHY7pcM_80000.wav,A man speaks and cuts and rustles paper
tln21rAQqaY_0.wav,Kids can be heard playing and then a loud burp and a man laughs
tljlyV2QNj4_330000.wav,Food is frying in the background while a man is speaking
tlaVyl_4yx0_170000.wav,Humming of a helicopter overhead
QYcO_NK8gPs_150000.wav,The voice of a woman followed by loud raucous laughter from a crowd; then the woman speaks again
Say67sygwNE_30000.wav,Several pigeons coo and flap wings
6dxWQh5GCMo_290000.wav,Drills are being used while two men are conversing with one another
LF2-LJ5ZB9Y_10000.wav,Water running continuously
LF5-9_fnFC8_200000.wav,The humming of an engine with squealing tires and the wind blowing
6e1b9Y86Kyw_30000.wav,A clock mechanism is ticking and dog is barking in the background
LEo28uAsUQM_20000.wav,Someone sharpens a blade on a stone
mCMziUEHcaA_150000.wav,An idle motorcycle engine running
fPCwL7tr72A_22000.wav,Birds quietly chirp in the background and a single frog croaks
UWidHVZDJIg_310000.wav,A man and woman speak as food fries on a pan and utensils clank against each other
C5JQh-G1PRg_30000.wav,A horse does clip-clop while metallic objects are hit and a dog barks
C5I-DdP8IuY_60000.wav,Revving of a car engine and a man speaking a few unintelligible words followed by tires squealing
C5KT_MD85Ho_23000.wav,A man speaks over a loudspeaker followed by a horse neigh then clip clops then rustling leaves
C5Of5uQ9c1k_16000.wav,A man talking followed by wood scrapping then clanging
QS7_KslgQfU_350000.wav,Bees buzz nearby and wind blows as people talk softly
YiiVa3uKtQE_0.wav,A vehicle engine is revved quickly and then slows
Il9gDHN7fSE_30000.wav,"Wind blows nearby, followed by people talking far in the distance"
IlRDA7acJdo_20000.wav,A vehicle accelerates with skidding noise
IlKTytCmu1c_30000.wav,"Rhythmic thumping occurs and ripping occur concurrently with a bell ringing three times, scraping, and then vibration, and adult males and females are speaking in the background throughout"
IlPgx6LbP8M_50000.wav,A woman speaks followed by a single whistle
-Tm1A0YWcY0_80000.wav,A jet plane is landing
-TkydzAD1rc_100000.wav,A man speaks and followed by sound of a wrapper
x1yWTd57taQ_10000.wav,A spray is used continuously
-TZtWSNT9Po_30000.wav,A motorboat is going at high speed
-TZmzuXs5j0_30000.wav,Clip clopping sound on a hard surface
-TYaP9KMzBA_30000.wav,Pigeons cooing and flapping their wings
-Thh8i26WWQ_30000.wav,Male voice with wind and dogs barking in background
-TeARD8d-T0_4000.wav,Heavy belching in the middle of singing
-TbcaCBA0pI_50000.wav,Children laughing and speaking and the cough of the children
-TbFQGQEzv8_30000.wav,"Loud, and steady vibrating noise"
2Wx4HSxIL8M_70000.wav,Rain is falling and thunder is rumbling in the distance and a man laughs a little at the end
BXClFozMU5w_30000.wav,A man singing as a piano and violin play music while rain falls on a surface
2WoOCPOfgAo_30000.wav,Vehicles are passing by
2Wmiba_dG7k_30000.wav,"A hissing sound occurs, an adult male speaks, and then rattling and whooshing"
2WlMLaR-sP8_30000.wav,Water running continuously
2WvG6DUc4v4_21000.wav,"Loud splashing in a flowing stream, thunder in the distance, a man laughs"
2Wv5NNJnhVk_17000.wav,A vehicle engine is revving very high
2Wu06rOI7s0_30000.wav,Bell ringing continuously
2WssOoqZxZ4_30000.wav,two people speaking and laughing
Ch6YdbMt1gk_14000.wav,A crowd of people talking as horses trot followed by multiple gunshots firing and a crowd of people cheering
Od27q2ndnPs_40000.wav,A person talking and a whirring sound
u2cHhn_QfNk_30000.wav,A woman speaking with distant geese quacking
u2Qa54uHYX8_10000.wav,A man speaking together with birds chirping
Ch9Nigxbh_U_30000.wav,"The wind is blowing and a horse is running slowly and snorting, followed by hissing"
x1gkAuTDEMU_6000.wav,"A shot and a blast occur, followed by an adult female speaking and an adult male laughing"
2NnUve9xS10_52000.wav,Faint murmuring followed by two three loud gunshots and speech
2NkH-T_75ew_30000.wav,"A girl speaks, another small child talks in the distance, a man speaks"
2NoJKbPmHbM_0.wav,Engine running loudly
2NncCLvKtIg_28000.wav,Crashing and low gurgling
2Npm2u2bb_8_30000.wav,People are speaking and water is flowing
2Nv4qkM5SZE_8000.wav,A dog is panting and an adult male is speaking
2NuTGKG8gTM_30000.wav,"Some clip-clops on dirt, wind blows followed by a tiny neigh"
2Nx9VPSCJps_30000.wav,"Water flows, birds chirp in the distance, leaves rustle"
2Nwx1_yH-_E_15000.wav,A motor vehicle engine is running and is accelerated and then decelerates
JIVGwL0KdLY_240000.wav,Birds chirp and wind blows
ChJNSECjBs8_30000.wav,Upbeat male speaking and audience laughter
2x5Lj8m91BY_10000.wav,"Loud hissing is present, and a crowd talks and laughs in the background"
2x43exdQ5bo_30000.wav,"An adult female is speaking, and a baby cries and fusses in the background"
2x6uK0S6phE_19000.wav,An engine is being revved up
2x686SgZc60_30000.wav,"Splashing, a man laughs, another man speaks in the distance"
2wz_XyJ4Zxk_6000.wav,A dog is whimpering as a lady speaks
2wz1rUydfAQ_260000.wav,A large power tool saws into a hard material
2x2RqE9GLb0_9000.wav,Cars speed by with engines roaring
2x-xzXAHlsQ_18000.wav,Glass breaking and shattering
2xC_DWX-ki0_30000.wav,A man is speaking and car is speeding up
2x7iZ1WRW0U_30000.wav,A man is speaking and a truck engine is idling
P4nuO8iNiw4_50000.wav,A man speaks and plays several short ring tones
P4nPYu59OEQ_30000.wav,A water vehicle motor is running and humming smoothly and water is splashing
P4lWiDS_b6E_10000.wav,A siren whales and passes
P4jwC6Q7R6M_190000.wav,Birds whistling and chirping in the distance with a man speaking nearby
ZzryyjVB3c0_10000.wav,A stream of water pouring down
ZzXp7HB6JY0_30000.wav,Pigeons coo and flap their wings
9DtgNxsfAjA_20000.wav,A person whistling musically
ZzhQPQwPgOg_260000.wav,Birds chirping then some sheep starts bleating
ZznYtn7H1Cw_30000.wav,A siren whales and a horn blows in a city
8fkPjHL7YdU_30000.wav,A man is giving a speech
8flbq2IfUz0_26000.wav,People talking while something explodes
8fijWM6Orxw_30000.wav,Cat meowing softly and continuously in low frequency
8fjXi8Z48-k_30000.wav,A car engine accelerating
8fs3Vy9xohw_90000.wav,A goat crying out
8ftRYV4tuiM_30000.wav,Fire trucks run their sirens
8fpT6nvaEw4_290000.wav,A helicopter flying and people talking
8fs1cSrtL7U_30000.wav,A man speaking clearly
WHyb6kkgLZI_4000.wav,Pouring rain along with a bullet flying by
8fxOEklDgo4_6000.wav,Wind is blowing
WIAKHNLyap4_590000.wav,A sewing machine speeds up as a man talk
DDB250xVlbM_30000.wav,Motor vehicles are racing by and skidding tires while a siren sounds in the background
SLm9Lx_nNkE_7000.wav,A loud explosion followed by a splash with tricking background noises
DeSKlyrofbo_230000.wav,Telephone ringing followed by a man speaking
DeVXMQdfRE4_30000.wav,A power tool sharply sawing through an object
DeX8qXAMKeQ_30000.wav,"A jazz band plays in the background as something buzzes, beeps, splashes and then runs"
wQBWlf5-kRw_10000.wav,People speaking and laughing followed by a burp
StdDB4AqNcs_20000.wav,Someone snores in constant intervals
StkqpdsXAwU_260000.wav,A man talks while birds tweet
wYBgSwUvv_g_10000.wav,Quiet little short croaks and some soft creaking
wYLVICmpq_E_10000.wav,Birds vocalize and wind blows
wYIX2dMIx2M_190000.wav,Music plays with rain falling and birds chirping
LWyM0eJH5Aw_0.wav,A dog softly snoring
sOr-vYCtaQ4_30000.wav,A helicopter whirs as guns fire
sOsmty7Qio4_0.wav,Rustling followed by brief speech then gunfire
qjyWgS3J0Qw_30000.wav,An engine works nearby
sOzjjOPWnv8_150000.wav,Steam hissing as high pressurized air is spraying followed by a man sighing aloud alongside footsteps clunking on a hard surface
unEwbEyFiFw_10000.wav,Whistling from a bird with distant humming
sTYaHShvWic_30000.wav,A man briefly talking followed by birds chirping and wood scrapping
Ddbt3mOG7Zk_30000.wav,Clip-clops of a horse with heavy breathing and wind blowing hard
PVjku63D1ck_30000.wav,A soft tick locking sound
PVo-d_bDKZU_590000.wav,A woman speaking followed by a man speaking as footsteps walk on a metal surface then compressed air hissing before a muffled bus engine accelerates alongside a vehicle passing by
PVZTkCE3qM4_0.wav,A car is started and a bell dings several times
PV_WnciRs2I_23000.wav,A man speaking as an infant is crying
GJbfVBLsuQA_30000.wav,Loud thundering sounds with heavy rain
PVTYWNDQSf8_30000.wav,A man is speaking with vibration sounds from a machine
yl1jjhx7588_0.wav,A baby cries with some light rattling
DdbXSPEXuQ4_30000.wav,A man delivers a speech
TwpiPJpkoJk_270000.wav,A boat rocks on the water and a bell rings
pQdkDp32yq8_560000.wav,People talk and birds chirp in the background
